App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5796840,HDR,06/08/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5795477,HDR,06/04/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806338,HDR,07/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5795355,HDR,06/03/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5807283,HDR,07/25/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5809702,HDR,08/04/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5806181,HDR,07/20/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5820870,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816842,HDR,09/06/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820429,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5798566,HDR,06/16/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5796379,HDR,06/07/2017,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5805164,HDR,07/16/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5811017,HDR,08/10/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5815120,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803643,HDR,07/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5819874,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5821068,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816921,HDR,09/06/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812515,HDR,08/16/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818256,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5799590,HDR,06/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5812975,HDR,08/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817473,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5814164,HDR,08/23/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5814801,HDR,08/27/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5808577,HDR,07/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5805477,HDR,07/18/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814548,HDR,08/25/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817869,HDR,09/11/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820411,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5816499,HDR,09/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5821144,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5821126,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810774,HDR,08/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5797821,HDR,06/13/2017,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5817495,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5806115,HDR,07/20/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813238,HDR,08/19/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815266,HDR,08/29/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5814663,HDR,08/25/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813623,HDR,08/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5803635,HDR,07/10/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5816358,HDR,09/04/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5814434,HDR,08/24/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5788721,HDR,05/08/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5800660,HDR,06/26/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5804615,HDR,07/13/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5810611,HDR,08/08/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5809205,HDR,08/02/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806748,HDR,07/23/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5809495,HDR,08/03/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811659,HDR,08/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5820109,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816266,HDR,09/02/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810696,HDR,08/09/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5811993,HDR,08/14/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5808657,HDR,07/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5811538,HDR,08/12/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816955,HDR,09/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5819286,HDR,09/16/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810944,HDR,08/09/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5798034,HDR,06/14/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5818406,HDR,09/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5818774,HDR,09/14/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5809595,HDR,08/03/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5802825,HDR,07/06/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5818956,HDR,09/15/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807687,HDR,07/27/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797346,HDR,06/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5802614,HDR,07/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5805672,HDR,07/18/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5814831,HDR,08/28/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820196,HDR,09/20/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810933,HDR,08/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5817911,HDR,09/11/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817010,HDR,09/07/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5795366,HDR,06/03/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5815693,HDR,08/30/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815158,HDR,08/29/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5810989,HDR,08/09/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813241,HDR,08/19/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819173,HDR,09/15/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817009,HDR,09/07/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5799301,HDR,06/20/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819163,HDR,09/15/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817007,HDR,09/07/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5804801,HDR,07/14/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803024,HDR,07/06/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812357,HDR,08/16/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818543,HDR,09/13/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5804418,HDR,07/13/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814764,HDR,08/26/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5811375,HDR,08/11/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5819844,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5814561,HDR,08/25/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810947,HDR,08/09/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817859,HDR,09/11/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816331,HDR,09/04/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820046,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5821131,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820039,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816619,HDR,09/05/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808293,HDR,07/30/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5799158,HDR,06/19/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5794795,HDR,06/01/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811515,HDR,08/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5798603,HDR,06/16/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5792218,HDR,05/21/2017,Pending Fitness Interview,10/10/2017,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814414,HDR,08/24/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5810211,HDR,08/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814314,HDR,08/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819624,HDR,09/18/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5807630,HDR,07/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5794936,HDR,06/01/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5809981,HDR,08/05/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812786,HDR,08/17/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5821071,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5807022,HDR,07/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807875,HDR,07/27/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5814683,HDR,08/26/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5821203,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5805463,HDR,07/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808184,HDR,07/29/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5816332,HDR,09/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812067,HDR,08/15/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820238,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5807209,HDR,07/25/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5798849,HDR,06/17/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5816555,HDR,09/05/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819245,HDR,09/16/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5810795,HDR,08/09/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814091,HDR,08/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
